PDCT_05_Clean,PHHTTINC_Clean,PHTYPE,PMINOR,PHGEDUC,PEMPL,Province_Name,PSTIR_GR_Clean,prob_housing_stress,Predicted_Housing_Stress,True_Housing_Stress
1.0,42000.0,2,2,1,2,Alberta,1.0,0.23821251583645892,0,0.0
2.0,140000.0,1,1,4,1,Quebec,1.0,5.834337387393409e-05,0,0.0
1.0,42000.0,5,2,5,1,Nova Scotia,1.0,0.14744378278658107,0,0.0
1.0,52500.0,5,2,3,2,Prince Edward Island,1.0,0.026007270179100508,0,0.0
1.0,67500.0,5,2,4,1,Ontario,2.0,0.041968933504982375,0,0.0
2.0,57500.0,5,2,3,1,Ontario,1.0,0.1232357595059279,0,0.0
2.0,25000.0,5,2,2,2,Ontario,2.0,0.5833599450818475,1,1.0
1.0,100000.0,2,2,6,1,Newfoundland and Labrador,1.0,0.001995123996361991,0,0.0
1.0,46000.0,2,2,2,2,Manitoba,1.0,0.09768253817292259,0,0.0
1.0,67500.0,2,2,7,2,New Brunswick,1.0,0.016352186250830913,0,0.0
1.0,320000.0,2,2,7,1,British Columbia,1.0,9.439317744970502e-10,0,0.0
1.0,49000.0,2,2,2,2,Newfoundland and Labrador,2.0,0.06711132146176649,0,0.0
2.0,65000.0,2,2,2,2,Ontario,1.0,0.07504697427324775,0,0.0
2.0,105000.0,5,2,4,1,Ontario,2.0,0.004954451192602332,0,0.0
1.0,230000.0,2,2,5,1,British Columbia,1.0,5.288678684775247e-07,0,0.0
2.0,82500.0,6,2,6,1,Ontario,1.0,0.024256040056671067,0,0.0
1.0,125000.0,5,2,6,1,Quebec,1.0,0.00011185804472175345,0,0.0
2.0,34000.0,5,2,2,2,Quebec,3.0,0.09716154459873434,0,0.0
1.0,380000.0,1,1,7,1,Newfoundland and Labrador,1.0,5.3402112665315586e-12,0,0.0
2.0,36000.0,5,2,6,2,New Brunswick,1.0,0.19999234446303488,0,0.0
2.0,130000.0,1,1,6,1,Quebec,1.0,0.00011952947612290954,0,0.0
2.0,52500.0,5,2,2,1,Quebec,1.0,0.02798121244438503,0,0.0
1.0,70000.0,3,2,4,1,Newfoundland and Labrador,1.0,0.01623738222752833,0,0.0
1.0,80000.0,1,2,6,2,British Columbia,1.0,0.02038512352253049,0,0.0
1.0,97500.0,2,2,3,2,Newfoundland and Labrador,1.0,0.002369382868460983,0,0.0
1.0,77500.0,5,2,99,9,Quebec,1.0,0.006439285933336606,0,0.0
2.0,125000.0,1,1,4,1,British Columbia,1.0,0.0013418997103880254,0,0.0
1.0,135000.0,5,2,6,1,Quebec,1.0,5.5296813309922285e-05,0,0.0
2.0,26000.0,5,2,2,2,Ontario,1.0,0.5661412380792059,1,0.0
2.0,,5,2,2,1,New Brunswick,2.0,0.03577463481189682,0,1.0
1.0,97500.0,5,2,6,1,Ontario,1.0,0.005330530556149508,0,0.0
2.0,,99,9,6,9,Saskatchewan,1.0,0.1784508066763905,0,0.0
1.0,105000.0,3,2,2,1,Saskatchewan,1.0,0.0021139990064241387,0,0.0
1.0,28000.0,1,1,2,2,Nova Scotia,1.0,0.3055083308115966,1,1.0
2.0,25000.0,5,2,2,2,British Columbia,1.0,0.618896832232649,1,1.0
2.0,31000.0,2,2,2,2,Ontario,2.0,0.47101147772698637,1,1.0
1.0,80000.0,2,2,4,1,Newfoundland and Labrador,1.0,0.008013239272224743,0,0.0
1.0,140000.0,2,2,6,2,Newfoundland and Labrador,1.0,0.00012117854362974235,0,0.0
2.0,18500.0,5,2,1,2,New Brunswick,1.0,0.4538547729796413,1,0.0
2.0,24000.0,5,2,6,1,Saskatchewan,1.0,0.5157271445797834,1,0.0
2.0,170000.0,2,2,6,1,British Columbia,1.0,5.822432943554386e-05,0,0.0
2.0,22000.0,5,2,2,2,New Brunswick,1.0,0.3952361611896752,1,0.0
2.0,15000.0,5,2,3,2,Quebec,3.0,0.29232292417219025,0,1.0
2.0,24000.0,3,1,4,1,Ontario,1.0,0.5927901460645335,1,0.0
1.0,82500.0,6,2,3,1,Quebec,1.0,0.0022093987712638184,0,0.0
1.0,75000.0,2,2,2,2,Quebec,1.0,0.003628035611679984,0,0.0
1.0,62500.0,5,2,6,2,Nova Scotia,1.0,0.04001757972422888,0,0.0
1.0,130000.0,1,1,4,1,Saskatchewan,1.0,0.0003579356635030782,0,0.0
1.0,420000.0,1,1,6,1,Alberta,1.0,8.463739550821309e-13,0,0.0
1.0,130000.0,2,2,6,2,New Brunswick,1.0,0.00020204179623756495,0,0.0
1.0,25000.0,5,2,1,2,Quebec,1.0,0.11214654784267862,0,0.0
2.0,50000.0,3,1,3,2,Alberta,1.0,0.2235741557810342,0,1.0
1.0,90000.0,99,9,4,1,Alberta,1.0,0.02904003062063702,0,0.0
2.0,80000.0,4,1,5,1,New Brunswick,1.0,0.010696642128114315,0,0.0
1.0,49000.0,5,2,5,1,Quebec,1.0,0.022982422874271997,0,0.0
1.0,57500.0,5,2,2,1,Nova Scotia,1.0,0.05386326581634334,0,0.0
2.0,30000.0,5,2,1,2,Quebec,3.0,0.12415121759636098,0,0.0
1.0,220000.0,2,2,6,1,Saskatchewan,1.0,6.513645720027136e-07,0,0.0
1.0,250000.0,1,1,7,1,Alberta,1.0,1.3557514324450515e-07,0,0.0
1.0,85000.0,3,2,2,2,Alberta,1.0,0.01512991200777759,0,0.0
2.0,145000.0,1,2,2,1,Saskatchewan,1.0,0.00019787033148070202,0,0.0
1.0,22000.0,5,2,2,2,Quebec,1.0,0.13572322024895864,0,0.0
2.0,100000.0,1,1,4,1,Ontario,1.0,0.006698283359671244,0,0.0
1.0,135000.0,2,2,7,1,British Columbia,1.0,0.0004321147453369535,0,0.0
2.0,100000.0,5,2,4,1,Quebec,1.0,0.0010251897736324501,0,0.0
1.0,160000.0,2,2,6,1,New Brunswick,1.0,2.4040063178464356e-05,0,0.0
2.0,24000.0,5,2,2,2,Alberta,3.0,0.6478482122884488,1,1.0
1.0,190000.0,2,2,7,1,New Brunswick,1.0,2.922327613230792e-06,0,0.0
2.0,19000.0,5,2,2,2,Quebec,1.0,0.23643755086091883,0,0.0
2.0,27000.0,5,2,3,2,Alberta,2.0,0.5997865508962421,1,1.0
2.0,24000.0,5,2,5,2,British Columbia,2.0,0.6397744707755456,1,1.0
2.0,57500.0,5,2,6,1,Quebec,1.0,0.02033803567533276,0,0.0
1.0,65000.0,5,2,6,2,Quebec,1.0,0.007725129808237831,0,0.0
1.0,150000.0,2,2,6,2,Nova Scotia,1.0,8.502135637132557e-05,0,0.0
2.0,38000.0,5,2,2,1,Quebec,1.0,0.07404088877584498,0,0.0
1.0,18500.0,5,2,4,2,New Brunswick,3.0,0.34668542631767946,1,1.0
2.0,45000.0,5,2,1,2,Ontario,1.0,0.2537113379985192,0,0.0
1.0,270000.0,1,1,7,1,Saskatchewan,1.0,1.898254287705642e-08,0,0.0
2.0,82500.0,1,1,5,1,Quebec,1.0,0.0033632963167698213,0,0.0
1.0,575000.0,2,2,7,1,Ontario,1.0,1.281600018458874e-17,0,0.0
2.0,46000.0,2,2,7,2,Ontario,1.0,0.24210453948157745,0,0.0
2.0,17000.0,5,2,2,2,Prince Edward Island,2.0,0.3406143397763126,1,1.0
1.0,135000.0,1,1,6,1,British Columbia,1.0,0.0004212829054551589,0,0.0
2.0,14500.0,5,2,1,2,Nova Scotia,1.0,0.6547931850294458,1,1.0
2.0,39000.0,5,2,5,2,Ontario,1.0,0.3473384191283494,1,0.0
2.0,92500.0,2,2,1,2,Alberta,1.0,0.014022097586447773,0,0.0
1.0,110000.0,5,2,4,1,Alberta,1.0,0.002678474287688809,0,0.0
1.0,50000.0,2,2,1,2,Ontario,1.0,0.1268926394906059,0,0.0
1.0,44000.0,5,2,6,1,Alberta,1.0,0.22150026472638654,0,0.0
2.0,22000.0,5,2,4,2,Ontario,1.0,0.6366051916783062,1,0.0
2.0,40000.0,3,1,4,1,Ontario,2.0,0.32042851007393336,1,1.0
1.0,77500.0,1,1,6,1,Alberta,2.0,0.024935096403061924,0,0.0
1.0,125000.0,2,2,3,1,New Brunswick,1.0,0.0002776634991429283,0,0.0
1.0,31000.0,2,2,1,2,New Brunswick,1.0,0.1731681270060152,0,1.0
1.0,210000.0,1,2,2,1,Manitoba,1.0,1.012170877203465e-06,0,0.0
1.0,105000.0,3,2,4,1,Quebec,1.0,0.0004429195556677578,0,0.0
2.0,80000.0,5,2,6,1,Quebec,1.0,0.00423553319583752,0,0.0
2.0,70000.0,1,1,6,1,Alberta,1.0,0.06475450526843814,0,0.0
1.0,260000.0,1,1,7,1,Alberta,1.0,6.701752978253964e-08,0,0.0
2.0,30000.0,5,2,3,1,Quebec,1.0,0.12387868627071998,0,0.0
1.0,130000.0,1,1,1,1,Manitoba,1.0,0.0002794912310984186,0,0.0
1.0,6500.0,2,2,6,2,Ontario,3.0,0.7627718890820046,1,1.0
2.0,92500.0,99,9,7,1,New Brunswick,1.0,0.012432101945304289,0,0.0
2.0,65000.0,3,1,7,1,Ontario,2.0,0.07626766985063632,0,1.0
2.0,21000.0,5,2,2,1,Nova Scotia,3.0,0.5432273320478069,1,1.0
1.0,125000.0,1,1,6,1,Ontario,2.0,0.0007345633790449249,0,0.0
2.0,43000.0,5,2,1,2,British Columbia,1.0,0.3122300411548428,1,0.0
1.0,42000.0,3,2,4,2,Ontario,2.0,0.2081644079257921,0,1.0
2.0,72500.0,2,2,4,1,British Columbia,1.0,0.0524370698036038,0,0.0
2.0,67500.0,5,2,3,1,British Columbia,2.0,0.07457663872651336,0,0.0
1.0,90000.0,2,2,7,1,Manitoba,1.0,0.004933264555533601,0,0.0
1.0,460000.0,2,2,7,1,Manitoba,1.0,2.3636862330720523e-14,0,0.0
1.0,120000.0,1,1,4,1,Alberta,1.0,0.001262542003004018,0,0.0
2.0,60000.0,3,2,6,1,Newfoundland and Labrador,2.0,0.051212701489391166,0,0.0
1.0,150000.0,3,2,4,1,Alberta,1.0,0.0001571642373110298,0,0.0
2.0,24000.0,5,2,1,2,New Brunswick,2.0,0.3606319858172706,1,0.0
2.0,100000.0,5,2,7,2,Quebec,1.0,0.001060899298396587,0,0.0
2.0,25000.0,5,2,2,1,New Brunswick,1.0,0.3425521969176359,1,0.0
2.0,67500.0,5,2,7,1,Saskatchewan,1.0,0.04762481323856192,0,0.0
2.0,21000.0,6,2,4,2,Ontario,3.0,0.6550001036449017,1,1.0
1.0,160000.0,1,1,7,1,Saskatchewan,1.0,4.408022438381954e-05,0,0.0
2.0,72500.0,5,2,2,1,Quebec,1.0,0.006984966404439809,0,0.0
1.0,47000.0,2,2,2,2,New Brunswick,1.0,0.0639061463131217,0,0.0
2.0,97500.0,1,1,4,1,Ontario,1.0,0.007978137090910543,0,0.0
2.0,27000.0,5,2,1,2,Quebec,1.0,0.1490182925732184,0,0.0
1.0,120000.0,6,2,5,1,Quebec,1.0,0.00015966690081109012,0,0.0
2.0,16000.0,5,2,1,2,Ontario,3.0,0.7239905383879274,1,1.0
1.0,120000.0,1,2,4,1,Nova Scotia,1.0,0.000677310399491583,0,0.0
1.0,220000.0,1,1,4,1,Saskatchewan,1.0,6.310082013374475e-07,0,0.0
1.0,36000.0,5,2,5,2,Ontario,2.0,0.2917333121284033,0,0.0
1.0,40000.0,2,2,1,2,Newfoundland and Labrador,1.0,0.11876561857266185,0,0.0
2.0,30000.0,5,2,2,2,Quebec,2.0,0.12484370693525451,0,0.0
1.0,72500.0,5,2,4,1,New Brunswick,1.0,0.011503379623673454,0,0.0
2.0,33000.0,5,2,5,2,Manitoba,1.0,0.31201313038817247,1,0.0
2.0,31000.0,5,2,1,2,Newfoundland and Labrador,2.0,0.2947258327822108,0,1.0
1.0,27000.0,5,2,2,2,British Columbia,1.0,0.4691295800524349,1,0.0
2.0,55000.0,5,2,4,2,Ontario,1.0,0.14623669966382163,0,0.0
2.0,25000.0,5,2,1,2,Ontario,2.0,0.5818149667347269,1,1.0
1.0,82500.0,2,2,5,2,Nova Scotia,1.0,0.009727569428904402,0,0.0
2.0,60000.0,2,2,3,1,Alberta,1.0,0.122856943044869,0,0.0
1.0,110000.0,2,2,6,1,Quebec,1.0,0.0003123002624037749,0,0.0
1.0,240000.0,2,2,6,1,Saskatchewan,1.0,1.5916258195563273e-07,0,0.0
1.0,33000.0,5,2,2,2,British Columbia,1.0,0.36670420132775255,1,0.0
1.0,280000.0,2,2,4,2,Ontario,1.0,1.3578054658397347e-08,0,0.0
2.0,25000.0,5,2,4,2,Ontario,1.0,0.5864449665028731,1,0.0
2.0,125000.0,5,2,6,1,New Brunswick,1.0,0.0004653537361925959,0,0.0
1.0,80000.0,1,1,2,1,Prince Edward Island,1.0,0.0035716986575327803,0,0.0
1.0,120000.0,1,1,3,1,British Columbia,1.0,0.0011883665218622972,0,0.0
1.0,240000.0,4,1,4,1,Ontario,1.0,2.2642318285716774e-07,0,0.0
1.0,145000.0,1,1,7,1,Quebec,1.0,2.61947425414583e-05,0,0.0
1.0,52500.0,5,2,3,1,Ontario,2.0,0.11130835941612359,0,0.0
1.0,115000.0,2,2,2,1,Manitoba,1.0,0.0008244206857278726,0,0.0
1.0,155000.0,2,2,4,1,Quebec,1.0,1.2948558572492667e-05,0,0.0
2.0,115000.0,2,2,1,2,Manitoba,1.0,0.001326942690739775,0,0.0
2.0,55000.0,1,1,2,1,New Brunswick,1.0,0.05653901776363733,0,0.0
1.0,47000.0,5,2,5,1,Ontario,1.0,0.15746328716974134,0,0.0
2.0,24000.0,5,2,6,2,Saskatchewan,1.0,0.5195261962829172,1,0.0
1.0,90000.0,2,2,3,1,Newfoundland and Labrador,1.0,0.0039521332236786,0,0.0
1.0,85000.0,5,2,2,1,Saskatchewan,1.0,0.008766910386613303,0,0.0
1.0,125000.0,4,1,7,1,Saskatchewan,1.0,0.0005345606122035292,0,0.0
2.0,52500.0,5,2,2,1,Quebec,1.0,0.02798121244438503,0,0.0
2.0,115000.0,1,1,4,1,Quebec,1.0,0.00033950691326271697,0,0.0
2.0,290000.0,1,2,6,1,Quebec,1.0,1.533200501611957e-09,0,0.0
1.0,430000.0,2,2,6,1,Quebec,1.0,5.0463115235571115e-14,0,0.0
2.0,41000.0,2,2,1,2,Quebec,1.0,0.05960026139069217,0,0.0
2.0,22000.0,2,2,5,2,Newfoundland and Labrador,3.0,0.43956289359895245,1,1.0
2.0,28000.0,5,2,1,2,Quebec,1.0,0.14030262330308005,0,0.0
2.0,77500.0,99,9,7,1,British Columbia,1.0,0.10006425756137953,0,1.0
2.0,67500.0,5,2,6,2,New Brunswick,1.0,0.0264486957943852,0,0.0
2.0,90000.0,2,2,2,1,Ontario,1.0,0.013542683249957431,0,0.0
1.0,67500.0,2,2,4,2,Prince Edward Island,1.0,0.008982489188475395,0,0.0
2.0,110000.0,1,9,99,1,British Columbia,1.0,0.0075445976817014055,0,0.0
2.0,10500.0,5,2,1,2,New Brunswick,1.0,0.5935232980219209,1,0.0
1.0,92500.0,2,2,3,1,Quebec,1.0,0.0010506531560128265,0,0.0
2.0,165000.0,1,1,6,1,British Columbia,1.0,8.124928827518852e-05,0,0.0
2.0,65000.0,5,2,4,1,New Brunswick,1.0,0.030545315477318393,0,0.0
2.0,62500.0,99,9,2,9,Prince Edward Island,1.0,0.05959262044895188,0,0.0
2.0,14500.0,5,2,3,2,Nova Scotia,3.0,0.6576596753238491,1,1.0
1.0,50000.0,99,2,4,1,New Brunswick,1.0,0.12667593139796351,0,0.0
2.0,34000.0,5,2,2,2,Prince Edward Island,2.0,0.13489783041925196,0,0.0
2.0,,3,9,2,9,Newfoundland and Labrador,1.0,0.05042428155320205,0,0.0
2.0,105000.0,99,9,7,1,Ontario,1.0,0.013621774994501573,0,0.0
2.0,24000.0,5,2,1,2,Saskatchewan,2.0,0.5115924874003118,1,1.0
1.0,125000.0,1,1,3,1,Quebec,1.0,0.00010450252007855155,0,0.0
1.0,67500.0,5,2,5,2,Ontario,1.0,0.04284476599783985,0,0.0
2.0,,99,9,2,2,Prince Edward Island,1.0,0.05389643301844001,0,0.0
1.0,210000.0,1,1,6,1,Alberta,1.0,2.2562473598702425e-06,0,0.0
1.0,105000.0,2,2,7,1,Saskatchewan,2.0,0.0021604722319835197,0,0.0
1.0,110000.0,1,1,6,1,New Brunswick,1.0,0.000798521785286769,0,0.0
2.0,125000.0,1,1,6,1,Ontario,1.0,0.0011719584303689057,0,0.0
1.0,67500.0,2,2,4,2,Quebec,1.0,0.0062166140298575085,0,0.0
2.0,120000.0,99,9,7,1,Nova Scotia,1.0,0.003112904433192553,0,0.0
2.0,19500.0,5,2,1,2,Quebec,2.0,0.22901301707494964,0,0.0
2.0,160000.0,99,2,7,9,Saskatchewan,1.0,0.00021308833311988194,0,0.0
2.0,87500.0,2,2,6,1,Nova Scotia,1.0,0.010808331131710147,0,0.0
2.0,49000.0,2,2,4,1,New Brunswick,1.0,0.08626392896736267,0,0.0
2.0,,99,9,7,9,Nova Scotia,1.0,0.16853140478961404,0,0.0
2.0,92500.0,1,1,2,1,Alberta,1.0,0.013641469167302488,0,1.0
2.0,46000.0,3,1,1,1,Alberta,1.0,0.27070455039227764,0,0.0
1.0,170000.0,3,1,2,1,Quebec,1.0,4.4474595462573665e-06,0,0.0
2.0,36000.0,5,2,2,2,New Brunswick,2.0,0.19595735939870543,0,0.0
2.0,110000.0,2,2,3,1,Manitoba,1.0,0.0018815564366622085,0,0.0
1.0,350000.0,1,1,7,1,British Columbia,1.0,1.1186514140809138e-10,0,0.0
1.0,195000.0,2,2,4,1,Alberta,1.0,6.533182487683001e-06,0,0.0
1.0,95000.0,1,1,7,1,Manitoba,2.0,0.003408261155976019,0,0.0
1.0,52500.0,2,2,2,2,Nova Scotia,1.0,0.07389379219069919,0,0.0
1.0,49000.0,2,2,2,2,Quebec,1.0,0.022236290506026955,0,0.0
1.0,67500.0,5,2,4,2,Manitoba,1.0,0.024234529597255295,0,0.0
2.0,46000.0,1,1,7,2,Quebec,2.0,0.043444453678262,0,0.0
1.0,150000.0,1,1,4,1,Nova Scotia,1.0,8.112089095338905e-05,0,0.0
1.0,575000.0,1,1,7,1,Nova Scotia,1.0,8.180857891597426e-18,0,0.0
2.0,,5,2,1,2,Alberta,1.0,0.10819031356749143,0,0.0
2.0,39000.0,2,2,3,2,Saskatchewan,1.0,0.2635310389309745,0,0.0
1.0,105000.0,1,1,7,1,British Columbia,1.0,0.00349919969782743,0,0.0
2.0,42000.0,5,2,1,1,Ontario,2.0,0.2926063857592545,0,1.0
2.0,25000.0,5,2,4,2,Quebec,1.0,0.17046328597729826,0,0.0
1.0,42000.0,5,2,2,2,Ontario,1.0,0.20936065539436244,0,0.0
1.0,115000.0,1,1,5,1,Saskatchewan,1.0,0.0010357551587429044,0,0.0
2.0,92500.0,5,2,3,1,Quebec,1.0,0.0017267669825232403,0,0.0
1.0,140000.0,4,2,4,1,Newfoundland and Labrador,1.0,0.00012021632949846787,0,0.0
1.0,260000.0,1,2,2,1,Alberta,1.0,6.551360492164993e-08,0,0.0
2.0,60000.0,99,9,6,9,Alberta,2.0,0.31133761160854684,1,1.0
2.0,,5,2,2,2,Manitoba,2.0,0.052736407948971734,0,0.0
2.0,70000.0,2,2,2,1,Alberta,1.0,0.06436986627706727,0,0.0
1.0,95000.0,2,2,2,2,Manitoba,1.0,0.0034167397611740485,0,0.0
1.0,97500.0,2,2,2,2,Quebec,1.0,0.000745495221814727,0,0.0
2.0,23000.0,5,2,2,2,Prince Edward Island,1.0,0.25288186959168546,0,0.0
1.0,130000.0,5,2,2,2,Ontario,1.0,0.0005369780620106171,0,0.0
2.0,43000.0,5,2,6,2,Quebec,1.0,0.05531171266623179,0,0.0
2.0,77500.0,6,2,4,1,New Brunswick,1.0,0.01301871707480118,0,0.0
1.0,92500.0,5,2,4,1,Newfoundland and Labrador,1.0,0.0034380505846573414,0,0.0
1.0,210000.0,1,2,7,1,Ontario,1.0,1.871183777232742e-06,0,0.0
2.0,110000.0,2,2,6,1,Ontario,1.0,0.003429161640880523,0,0.0
1.0,70000.0,1,2,4,1,Ontario,1.0,0.034092499775254796,0,0.0
2.0,95000.0,99,1,99,1,Saskatchewan,1.0,0.03167115435555349,0,0.0
1.0,50000.0,2,2,4,2,Newfoundland and Labrador,1.0,0.06358484249467575,0,0.0
1.0,115000.0,6,2,2,2,Ontario,1.0,0.001558947709336315,0,0.0
2.0,48000.0,2,2,2,1,Saskatchewan,1.0,0.15664854087108349,0,0.0
2.0,26000.0,5,2,2,2,British Columbia,2.0,0.6021451480816059,1,1.0
1.0,185000.0,1,2,4,1,Quebec,1.0,1.548529708104637e-06,0,0.0
1.0,87500.0,2,2,1,1,British Columbia,1.0,0.011683906410494027,0,0.0
2.0,26000.0,5,2,6,2,Saskatchewan,2.0,0.48431268746751244,1,1.0
2.0,20000.0,5,2,3,2,Saskatchewan,3.0,0.5844124120068033,1,1.0
2.0,49000.0,5,2,4,1,Ontario,1.0,0.2047446763454411,0,0.0
2.0,46000.0,4,1,4,1,Ontario,1.0,0.23783750492850989,0,0.0
1.0,60000.0,2,2,2,1,New Brunswick,1.0,0.02619968571365063,0,0.0
1.0,210000.0,1,1,2,1,Ontario,1.0,1.7963111562012632e-06,0,0.0
1.0,140000.0,99,9,5,1,Nova Scotia,1.0,0.0004717805831419403,0,0.0
2.0,14000.0,5,2,1,2,Saskatchewan,3.0,0.6793856979444914,1,1.0
1.0,140000.0,1,1,4,1,Manitoba,1.0,0.00014083619371672526,0,0.0
1.0,175000.0,2,2,5,1,Manitoba,1.0,1.2269565254445366e-05,0,0.0
1.0,270000.0,2,2,2,1,Alberta,1.0,3.270932664156948e-08,0,0.0
1.0,62500.0,2,2,4,2,British Columbia,2.0,0.06647849299528862,0,1.0
1.0,110000.0,5,2,6,1,Manitoba,1.0,0.001238787017137545,0,0.0
1.0,190000.0,1,1,6,1,Ontario,1.0,7.540483174527466e-06,0,0.0
1.0,65000.0,3,1,4,1,Alberta,2.0,0.05850973839508674,0,0.0
2.0,,3,1,3,1,Saskatchewan,2.0,0.06310621501448734,0,1.0
2.0,25000.0,5,2,2,2,Quebec,1.0,0.16867403153560903,0,0.0
2.0,46000.0,3,2,2,1,Newfoundland and Labrador,1.0,0.12366095951504466,0,0.0
2.0,65000.0,5,2,7,1,Ontario,1.0,0.0783373494432611,0,0.0
2.0,67500.0,2,2,2,1,Ontario,1.0,0.06279733726674963,0,0.0
2.0,33000.0,3,1,2,2,Prince Edward Island,1.0,0.1398073237451249,0,0.0
2.0,36000.0,5,2,6,2,Nova Scotia,2.0,0.3009269772152098,1,1.0
2.0,21000.0,5,2,3,1,Quebec,1.0,0.21047126193845142,0,0.0
2.0,30000.0,5,2,2,2,Alberta,1.0,0.5465773134332466,1,0.0
2.0,12500.0,5,2,4,2,Ontario,1.0,0.7738191168609604,1,0.0
2.0,22000.0,6,2,2,2,Ontario,1.0,0.6359728871307755,1,0.0
1.0,170000.0,3,2,5,1,Manitoba,1.0,1.762602854579206e-05,0,0.0
1.0,175000.0,1,1,6,1,Alberta,1.0,2.6567277545955275e-05,0,0.0
2.0,15500.0,5,2,3,2,Nova Scotia,3.0,0.6416252200573624,1,1.0
2.0,44000.0,5,2,1,1,Quebec,1.0,0.049486193520597424,0,0.0
2.0,45000.0,5,2,2,2,Manitoba,1.0,0.16039789622742973,0,0.0
2.0,47000.0,5,2,99,1,Quebec,1.0,0.07282643820573774,0,0.0
2.0,24000.0,5,2,2,9,Prince Edward Island,1.0,0.25975319661993396,0,0.0
2.0,19000.0,5,2,4,2,Ontario,2.0,0.6839601557195746,1,1.0
2.0,24000.0,5,2,1,2,Newfoundland and Labrador,2.0,0.40628591066281305,1,1.0
2.0,28000.0,5,2,2,9,New Brunswick,2.0,0.3226562512566413,1,0.0
2.0,28000.0,5,2,4,2,British Columbia,2.0,0.5710664114775171,1,1.0
2.0,43000.0,6,2,6,1,New Brunswick,1.0,0.13184040356671917,0,0.0
1.0,120000.0,1,1,6,1,Saskatchewan,1.0,0.0007330810800896867,0,0.0
2.0,100000.0,1,1,6,1,Manitoba,1.0,0.003799098559488645,0,0.0
2.0,24000.0,5,2,2,2,Alberta,1.0,0.6478482122884488,1,0.0
2.0,26000.0,5,2,4,2,Ontario,2.0,0.5692596152949436,1,1.0
1.0,95000.0,2,2,2,2,Ontario,1.0,0.006102488672876718,0,0.0
1.0,270000.0,99,9,6,1,British Columbia,1.0,8.91035959108684e-08,0,0.0
2.0,75000.0,3,2,2,1,New Brunswick,1.0,0.014850653592759349,0,0.0
1.0,38000.0,5,2,5,2,Saskatchewan,1.0,0.2006555159179088,0,0.0
1.0,185000.0,2,2,7,2,British Columbia,1.0,1.2954796938533635e-05,0,0.0
1.0,29000.0,5,2,2,1,Saskatchewan,1.0,0.31381090332475037,1,0.0
1.0,62500.0,2,2,1,2,Quebec,1.0,0.008653779435727746,0,0.0
1.0,550000.0,2,2,6,1,Nova Scotia,1.0,4.8226934010994027e-17,0,0.0
1.0,,2,2,3,1,Nova Scotia,1.0,0.037622882972430494,0,0.0
1.0,135000.0,2,2,3,1,Quebec,1.0,5.265363639180843e-05,0,0.0
1.0,12500.0,5,2,2,2,Manitoba,1.0,0.5416520252322619,1,0.0
2.0,85000.0,1,1,5,1,Quebec,1.0,0.0028216502040319187,0,0.0
2.0,115000.0,1,1,4,1,Ontario,1.0,0.0023381811387151114,0,0.0
2.0,11500.0,5,2,2,2,Newfoundland and Labrador,2.0,0.6242735668939876,1,1.0
2.0,26000.0,5,2,2,2,Alberta,2.0,0.6150712238430434,1,1.0
2.0,77500.0,5,2,4,1,British Columbia,1.0,0.038544211199019046,0,0.0
1.0,155000.0,1,2,6,1,British Columbia,1.0,0.00010391238881189458,0,0.0
2.0,42000.0,3,1,5,1,Nova Scotia,2.0,0.2114482755602033,0,1.0
2.0,27000.0,5,2,2,2,British Columbia,3.0,0.5851506981466139,1,1.0
2.0,7500.0,5,2,1,2,Ontario,1.0,0.8268162464652556,1,0.0
1.0,40000.0,2,2,3,2,British Columbia,1.0,0.256707562128596,0,0.0
2.0,26000.0,2,2,2,2,Quebec,2.0,0.15506255427089763,0,1.0
1.0,67500.0,2,2,6,2,Manitoba,1.0,0.02383072820097566,0,0.0
1.0,80000.0,5,2,3,1,New Brunswick,1.0,0.0067709054467506745,0,0.0
2.0,72500.0,5,2,7,1,British Columbia,1.0,0.054924933595968235,0,0.0
2.0,9250.0,3,1,1,2,Quebec,2.0,0.3726827437745196,1,1.0
1.0,55000.0,1,1,4,1,Ontario,1.0,0.09143794112363475,0,0.0
2.0,21000.0,5,2,1,2,Nova Scotia,1.0,0.545425400332953,1,0.0
1.0,41000.0,5,2,7,2,Nova Scotia,1.0,0.16024405706635497,0,0.0
2.0,60000.0,2,2,99,9,Quebec,1.0,0.03330400096655427,0,0.0
2.0,155000.0,4,1,4,1,Manitoba,1.0,8.050472345336968e-05,0,0.0
1.0,26000.0,5,2,1,2,Newfoundland and Labrador,2.0,0.2713373161233549,0,1.0
1.0,50000.0,5,2,4,2,Quebec,1.0,0.021639238926548825,0,0.0
1.0,,5,2,6,2,Nova Scotia,1.0,0.04001757972422888,0,0.0
2.0,25000.0,5,2,7,1,Ontario,1.0,0.587377068618637,1,0.0
2.0,20000.0,5,2,4,2,Alberta,2.0,0.7117973548056262,1,1.0
2.0,26000.0,5,2,1,2,Alberta,1.0,0.61356594100125,1,0.0
1.0,24000.0,3,2,6,9,Manitoba,1.0,0.37021564624211695,1,0.0
1.0,150000.0,2,2,7,1,Alberta,1.0,0.0001585984274930269,0,0.0
2.0,75000.0,1,2,4,2,Ontario,1.0,0.03866201753042106,0,0.0
1.0,330000.0,2,2,6,2,Alberta,1.0,4.970111223075693e-10,0,0.0
2.0,135000.0,99,9,4,1,Ontario,1.0,0.0016339074123451279,0,0.0
