PDCT_05_Clean,PHHTTINC_Clean,PHTYPE,PMINOR,PHGEDUC,PEMPL,Province_Name,PSTIR_GR_Clean,prob_housing_stress,Predicted_Housing_Stress,True_Housing_Stress
1.0,135000.0,2,2,7,1,Ontario,1.0,0.000372584544424496,0,0.0
2.0,19000.0,5,2,3,2,Quebec,1.0,0.23758645433908598,0,0.0
1.0,87500.0,2,2,3,1,Alberta,1.0,0.012483132712947183,0,0.0
2.0,25000.0,5,2,2,2,New Brunswick,1.0,0.34598697477406176,1,0.0
2.0,77500.0,6,2,4,1,Ontario,1.0,0.03373327681197944,0,0.0
2.0,125000.0,2,2,7,1,Quebec,1.0,0.00017437209808799476,0,0.0
1.0,150000.0,6,2,2,1,Manitoba,1.0,7.291747340277838e-05,0,0.0
1.0,19500.0,5,2,2,2,British Columbia,1.0,0.5998379582600881,1,0.0
2.0,45000.0,2,2,5,2,British Columbia,2.0,0.2818834043366223,0,1.0
1.0,165000.0,5,2,6,2,Ontario,1.0,4.679886481809351e-05,0,0.0
2.0,10500.0,5,2,1,2,Nova Scotia,3.0,0.7154503591120436,1,1.0
2.0,925.0,5,2,1,2,British Columbia,1.0,0.897961046534473,1,0.0
2.0,23000.0,5,2,4,2,British Columbia,2.0,0.6544118976004956,1,1.0
1.0,140000.0,2,2,7,1,Nova Scotia,1.0,0.0001704644856823093,0,0.0
1.0,36000.0,3,1,3,2,Nova Scotia,3.0,0.20447463378629496,0,1.0
2.0,110000.0,2,2,4,1,Saskatchewan,1.0,0.0023782285354266067,0,0.0
2.0,28000.0,5,2,99,9,Saskatchewan,2.0,0.6209717029391194,1,1.0
1.0,130000.0,2,2,3,1,Newfoundland and Labrador,1.0,0.00023685455792475766,0,0.0
2.0,44000.0,99,2,4,2,Prince Edward Island,2.0,0.1662262419095997,0,0.0
1.0,180000.0,1,1,7,1,Ontario,1.0,1.535135276079741e-05,0,0.0
1.0,90000.0,2,2,7,1,Alberta,1.0,0.010755277427306701,0,0.0
2.0,23000.0,5,2,7,1,Alberta,2.0,0.6674340498010124,1,1.0
2.0,92500.0,1,1,4,1,New Brunswick,1.0,0.004303293128901033,0,0.0
2.0,16500.0,5,2,1,2,Saskatchewan,3.0,0.6398716656286072,1,1.0
1.0,130000.0,2,2,6,2,Ontario,1.0,0.0005345631164382008,0,0.0
2.0,45000.0,5,2,2,1,British Columbia,1.0,0.2810032691358224,0,0.0
2.0,21000.0,5,2,1,2,New Brunswick,1.0,0.41065685648814243,1,0.0
2.0,40000.0,5,2,4,2,Saskatchewan,1.0,0.25695091907633855,0,0.0
2.0,12500.0,5,2,1,2,Saskatchewan,2.0,0.7019573267841871,1,1.0
1.0,46000.0,3,2,5,1,British Columbia,1.0,0.1856647445696878,0,0.0
2.0,24000.0,5,2,2,2,Saskatchewan,2.0,0.5131798246768502,1,1.0
2.0,67500.0,3,1,6,1,Saskatchewan,1.0,0.04604589932765827,0,0.0
1.0,145000.0,3,1,4,1,Quebec,1.0,2.6218034550675118e-05,0,0.0
1.0,92500.0,2,2,7,1,Quebec,1.0,0.0010776664349128769,0,0.0
1.0,140000.0,2,2,6,1,Newfoundland and Labrador,1.0,0.00011934896314378837,0,0.0
1.0,160000.0,5,2,1,2,Alberta,1.0,7.895686438970174e-05,0,0.0
1.0,140000.0,1,2,2,1,British Columbia,1.0,0.0002914316206615206,0,0.0
1.0,160000.0,2,2,7,1,Newfoundland and Labrador,1.0,2.935171960358244e-05,0,0.0
1.0,50000.0,5,2,3,1,Quebec,1.0,0.02118729425962198,0,0.0
2.0,24000.0,5,2,2,2,Saskatchewan,2.0,0.5131798246768502,1,1.0
1.0,125000.0,2,2,7,1,Alberta,1.0,0.0009224570880079971,0,0.0
2.0,97500.0,1,1,6,1,Ontario,1.0,0.008079333872356376,0,0.0
2.0,49000.0,2,2,2,2,Alberta,1.0,0.23473616669429986,0,0.0
2.0,27000.0,5,2,5,2,Quebec,1.0,0.15226979028724355,0,0.0
1.0,105000.0,5,2,6,1,Ontario,1.0,0.003149400986846202,0,0.0
2.0,28000.0,5,2,2,2,Nova Scotia,2.0,0.4244228410310929,1,1.0
2.0,77500.0,2,2,7,2,British Columbia,1.0,0.03870581758991329,0,0.0
2.0,82500.0,3,2,2,1,Alberta,1.0,0.027995539107312648,0,0.0
2.0,150000.0,3,2,7,1,British Columbia,1.0,0.00024215806309937747,0,0.0
1.0,125000.0,1,2,7,1,Manitoba,1.0,0.00041667603413174674,0,0.0
1.0,120000.0,2,2,3,1,Manitoba,1.0,0.0005834678602853542,0,0.0
1.0,340000.0,2,2,7,2,Alberta,1.0,2.472484654679368e-10,0,0.0
2.0,25000.0,5,2,1,2,Quebec,1.0,0.16778503298482783,0,0.0
2.0,28000.0,5,2,1,1,Quebec,1.0,0.13847742490098186,0,0.0
2.0,82500.0,5,2,4,1,Quebec,1.0,0.003509202825091128,0,0.0
1.0,160000.0,4,2,4,1,New Brunswick,1.0,2.4214790661945233e-05,0,0.0
1.0,29000.0,1,1,2,1,Saskatchewan,3.0,0.303363990916216,1,1.0
1.0,105000.0,2,2,7,1,Ontario,1.0,0.003076264476082925,0,0.0
1.0,80000.0,3,2,4,1,New Brunswick,1.0,0.006680086487957291,0,0.0
2.0,60000.0,5,2,7,1,Alberta,2.0,0.12894562361450304,0,0.0
2.0,30000.0,5,2,1,1,British Columbia,2.0,0.5277250519876862,1,1.0
2.0,24000.0,5,2,3,2,Ontario,1.0,0.6019009776496714,1,0.0
1.0,70000.0,2,2,3,1,Newfoundland and Labrador,1.0,0.01597862013201304,0,0.0
2.0,370000.0,3,2,7,2,Ontario,1.0,3.931830497572955e-11,0,0.0
1.0,105000.0,5,2,6,1,Quebec,1.0,0.0004576151478076419,0,0.0
2.0,22000.0,5,2,99,2,Nova Scotia,2.0,0.6757625487582829,1,1.0
1.0,77500.0,6,2,7,1,Ontario,1.0,0.021806735189757794,0,0.0
1.0,145000.0,1,2,2,1,British Columbia,1.0,0.0002049171988733114,0,0.0
2.0,62500.0,5,2,4,1,Alberta,1.0,0.10856181670215026,0,0.0
1.0,195000.0,1,1,7,1,Nova Scotia,1.0,3.4712140809073897e-06,0,0.0
1.0,330000.0,2,2,4,1,Alberta,1.0,4.833256782337769e-10,0,0.0
1.0,420000.0,4,2,7,1,Quebec,1.0,1.0480656360616277e-13,0,0.0
1.0,130000.0,5,2,6,1,Ontario,1.0,0.0005424791003510142,0,0.0
2.0,23000.0,5,2,1,2,Newfoundland and Labrador,1.0,0.4233872731164338,1,0.0
2.0,65000.0,5,2,4,1,Alberta,1.0,0.09265336202892416,0,0.0
2.0,130000.0,1,1,5,1,Ontario,1.0,0.0008190503504996637,0,0.0
1.0,175000.0,1,1,6,1,New Brunswick,1.0,8.197552067335971e-06,0,0.0
1.0,97500.0,5,2,6,1,Newfoundland and Labrador,1.0,0.0024505575958243095,0,0.0
1.0,70000.0,5,2,1,2,Ontario,1.0,0.0352998680401055,0,0.0
1.0,60000.0,2,2,3,2,Manitoba,1.0,0.03904206445151854,0,0.0
1.0,62500.0,5,2,7,1,Newfoundland and Labrador,1.0,0.028287739842189248,0,0.0
2.0,36000.0,5,2,2,1,Prince Edward Island,1.0,0.11769310646407348,0,0.0
2.0,100000.0,4,1,7,1,Ontario,1.0,0.007032186547880912,0,0.0
1.0,320000.0,2,2,6,1,Ontario,1.0,8.086885757135258e-10,0,0.0
1.0,160000.0,1,1,4,1,Newfoundland and Labrador,1.0,2.825437502732252e-05,0,0.0
2.0,17000.0,5,2,4,1,New Brunswick,1.0,0.48111466187589,1,0.0
2.0,,99,9,6,1,Newfoundland and Labrador,1.0,0.11161801283444063,0,0.0
2.0,87500.0,5,2,6,1,New Brunswick,1.0,0.006495669778773253,0,0.0
1.0,72500.0,6,2,4,1,Nova Scotia,1.0,0.019838061233692975,0,0.0
2.0,22000.0,5,2,1,2,Alberta,3.0,0.6779038273344569,1,1.0
2.0,29000.0,5,2,4,2,Nova Scotia,3.0,0.4103802302851993,1,1.0
1.0,52500.0,2,2,4,1,Nova Scotia,1.0,0.0737222976243304,0,0.0
2.0,51000.0,5,2,3,1,Ontario,2.0,0.1818048326594486,0,0.0
1.0,180000.0,4,2,3,1,Ontario,1.0,1.5561238447505934e-05,0,0.0
1.0,25000.0,5,2,1,2,Newfoundland and Labrador,1.0,0.2854898004808177,0,0.0
2.0,14500.0,5,2,4,2,Newfoundland and Labrador,2.0,0.576656365633639,1,1.0
2.0,55000.0,5,2,6,2,Saskatchewan,1.0,0.10851227725609196,0,0.0
2.0,24000.0,5,2,5,2,British Columbia,2.0,0.6397744707755456,1,1.0
2.0,70000.0,4,1,2,1,New Brunswick,1.0,0.02100925755779905,0,0.0
2.0,23000.0,5,2,2,2,Manitoba,2.0,0.47372115023394584,1,1.0
1.0,125000.0,2,2,4,1,Newfoundland and Labrador,1.0,0.00033899430379037216,0,0.0
2.0,,5,2,99,1,Prince Edward Island,1.0,0.03678064338506171,0,0.0
2.0,87500.0,2,2,4,2,Quebec,1.0,0.0024338487125045386,0,0.0
2.0,82500.0,3,9,4,1,New Brunswick,1.0,0.009499391921123465,0,0.0
1.0,155000.0,1,2,3,1,Ontario,1.0,8.790156748261572e-05,0,0.0
1.0,185000.0,99,9,99,1,Saskatchewan,1.0,3.882736104590083e-05,0,0.0
2.0,,99,2,1,2,Prince Edward Island,1.0,0.05044402894005795,0,0.0
1.0,135000.0,4,1,5,1,British Columbia,1.0,0.0004313259864789836,0,0.0
2.0,70000.0,2,2,7,1,British Columbia,1.0,0.06302785169462224,0,0.0
1.0,51000.0,5,2,5,2,Quebec,1.0,0.020322911300361155,0,0.0
2.0,62500.0,5,2,2,2,Ontario,1.0,0.09066329266113196,0,0.0
1.0,52500.0,2,2,5,1,Ontario,1.0,0.10961670020919514,0,0.0
2.0,90000.0,1,1,1,9,Manitoba,1.0,0.008370316959515246,0,0.0
1.0,150000.0,4,1,7,1,Alberta,1.0,0.00016033291351414433,0,0.0
1.0,240000.0,4,1,4,1,Ontario,1.0,2.2642318285716774e-07,0,0.0
1.0,70000.0,2,2,2,2,British Columbia,1.0,0.03980205364837975,0,0.0
1.0,87500.0,5,2,1,1,British Columbia,2.0,0.012034534596692171,0,0.0
1.0,120000.0,1,1,3,1,Nova Scotia,1.0,0.0006669512151723426,0,0.0
2.0,22000.0,5,2,1,2,Ontario,2.0,0.6321845494787132,1,1.0
2.0,62500.0,5,2,99,1,Saskatchewan,1.0,0.11316420819433264,0,0.0
2.0,62500.0,3,2,1,1,Quebec,1.0,0.013670967846956194,0,0.0
2.0,21000.0,5,2,1,1,Ontario,2.0,0.6449334829992937,1,1.0
2.0,25000.0,5,2,7,2,Quebec,1.0,0.1731753942139902,0,0.0
1.0,85000.0,2,2,4,2,Prince Edward Island,1.0,0.0026344156817521567,0,0.0
1.0,42000.0,5,2,6,1,Alberta,2.0,0.2467483294421417,0,1.0
2.0,75000.0,3,1,3,1,Quebec,1.0,0.005732846340385479,0,0.0
1.0,170000.0,4,1,7,1,Alberta,1.0,3.918248114200609e-05,0,0.0
2.0,22000.0,5,2,6,2,Manitoba,1.0,0.49766448083865267,1,0.0
1.0,105000.0,1,1,4,1,Nova Scotia,1.0,0.0019288215251056966,0,0.0
1.0,130000.0,4,2,6,1,Ontario,1.0,0.0005370980448824492,0,0.0
2.0,23000.0,5,2,4,2,New Brunswick,1.0,0.38151913354869915,1,0.0
1.0,49000.0,99,2,4,9,Manitoba,1.0,0.20621448511706994,0,0.0
1.0,49000.0,2,2,4,2,Saskatchewan,1.0,0.10033502491154125,0,0.0
1.0,44000.0,5,2,1,1,Saskatchewan,2.0,0.13639342760615475,0,0.0
1.0,49000.0,5,2,4,1,Newfoundland and Labrador,1.0,0.06884815438466237,0,0.0
2.0,23000.0,4,1,5,2,British Columbia,2.0,0.651536164330463,1,1.0
1.0,47000.0,5,2,4,1,Ontario,2.0,0.156622243082674,0,0.0
2.0,38000.0,5,2,2,1,Ontario,2.0,0.35558538536760737,1,0.0
1.0,16000.0,5,2,1,2,Ontario,3.0,0.6216952998384693,1,1.0
1.0,92500.0,6,2,4,1,New Brunswick,1.0,0.0028638688320121197,0,0.0
1.0,51000.0,2,2,5,2,Alberta,1.0,0.14539240057671451,0,0.0
1.0,95000.0,5,2,3,1,Saskatchewan,1.0,0.004380580162483695,0,0.0
1.0,44000.0,6,2,4,1,Nova Scotia,1.0,0.13100686187974286,0,0.0
2.0,29000.0,5,2,3,2,Alberta,2.0,0.565536140164294,1,1.0
2.0,97500.0,2,2,7,1,Ontario,1.0,0.00828543404124044,0,0.0
2.0,105000.0,3,2,4,1,Quebec,1.0,0.0007067784040151359,0,0.0
2.0,120000.0,2,2,3,1,Manitoba,1.0,0.0009309770528477323,0,0.0
2.0,92500.0,99,9,5,1,Alberta,1.0,0.038723825823546644,0,0.0
1.0,80000.0,5,2,5,2,Saskatchewan,1.0,0.01285093651431728,0,0.0
2.0,105000.0,2,2,4,1,Saskatchewan,1.0,0.003379196592818856,0,0.0
1.0,26000.0,5,2,1,2,Quebec,1.0,0.10532050593464339,0,1.0
2.0,43000.0,3,1,3,1,Nova Scotia,1.0,0.19791430971548243,0,0.0
2.0,42000.0,2,2,5,2,Quebec,1.0,0.05712514077361006,0,0.0
1.0,72500.0,5,2,4,2,Nova Scotia,1.0,0.019940224889603144,0,0.0
2.0,22000.0,99,9,99,9,New Brunswick,1.0,0.7855806437725991,1,1.0
2.0,24000.0,5,2,3,1,Nova Scotia,2.0,0.4920816005601716,1,1.0
1.0,55000.0,1,1,4,1,Prince Edward Island,1.0,0.02069401432103838,0,0.0
2.0,97500.0,1,1,7,1,Newfoundland and Labrador,1.0,0.003743413823567441,0,0.0
1.0,145000.0,2,2,4,1,Quebec,1.0,2.619433387097538e-05,0,0.0
2.0,21000.0,5,2,6,1,Manitoba,3.0,0.5114729495662544,1,1.0
1.0,110000.0,2,2,4,2,Saskatchewan,1.0,0.0015141342665522582,0,0.0
2.0,26000.0,5,2,2,2,Alberta,2.0,0.6150712238430434,1,1.0
1.0,97500.0,5,2,7,1,Prince Edward Island,1.0,0.0011311333410911725,0,0.0
1.0,52500.0,2,2,1,2,Quebec,1.0,0.017352808325077837,0,0.0
2.0,27000.0,5,2,2,2,Alberta,2.0,0.5982605368759238,1,1.0
2.0,23000.0,2,2,2,1,Saskatchewan,3.0,0.5195027633234958,1,1.0
1.0,60000.0,5,2,4,1,Ontario,1.0,0.06916921446465034,0,0.0
1.0,115000.0,5,2,2,1,Alberta,1.0,0.0018609261450067036,0,0.0
2.0,82500.0,6,2,6,1,Ontario,1.0,0.024256040056671067,0,0.0
2.0,67500.0,3,2,2,1,Saskatchewan,1.0,0.04533331830950254,0,0.0
1.0,52500.0,5,2,4,1,Nova Scotia,1.0,0.07579189386516713,0,0.0
1.0,33000.0,2,2,2,2,British Columbia,1.0,0.35978326963828666,1,0.0
2.0,85000.0,2,2,6,1,Ontario,1.0,0.019635704274613093,0,0.0
1.0,60000.0,2,2,6,1,Ontario,2.0,0.068068930651946,0,0.0
1.0,130000.0,1,9,6,1,Manitoba,1.0,0.00031021494192004403,0,0.0
1.0,140000.0,1,2,6,1,Newfoundland and Labrador,1.0,0.00011816459938891207,0,0.0
1.0,120000.0,2,2,2,1,British Columbia,1.0,0.001203525806296521,0,0.0
1.0,55000.0,2,2,2,2,Nova Scotia,1.0,0.06270816222623644,0,0.0
1.0,165000.0,2,2,4,1,Ontario,1.0,4.416872763462937e-05,0,0.0
2.0,29000.0,5,2,4,2,Ontario,1.0,0.5168584759111775,1,0.0
2.0,19000.0,5,2,4,2,Alberta,3.0,0.7260327567874078,1,1.0
2.0,50000.0,5,2,7,1,Nova Scotia,1.0,0.13727021705797085,0,0.0
2.0,185000.0,2,2,1,1,Ontario,1.0,1.690203064110098e-05,0,0.0
2.0,20000.0,5,2,3,2,Alberta,2.0,0.7104922847733655,1,1.0
1.0,57500.0,5,2,6,2,Quebec,1.0,0.01303376399989557,0,0.0
2.0,95000.0,1,1,7,1,Ontario,1.0,0.009681234274226255,0,0.0
2.0,46000.0,5,2,7,2,British Columbia,1.0,0.27628469720955806,0,0.0
2.0,29000.0,5,2,1,2,Manitoba,1.0,0.3695125055146144,1,1.0
1.0,38000.0,3,2,7,2,British Columbia,2.0,0.29176023561844405,0,1.0
1.0,45000.0,2,2,4,2,Saskatchewan,3.0,0.12879235944013614,0,0.0
2.0,110000.0,1,1,6,1,Ontario,1.0,0.0033646917140398836,0,0.0
1.0,135000.0,99,9,4,9,Newfoundland and Labrador,1.0,0.0005305616850195939,0,0.0
2.0,82500.0,1,1,4,1,Newfoundland and Labrador,1.0,0.010496008286418456,0,0.0
1.0,24000.0,3,2,2,9,Nova Scotia,1.0,0.4003877874428351,1,0.0
2.0,48000.0,5,2,1,2,Manitoba,2.0,0.1331955175321976,0,0.0
1.0,62500.0,5,2,6,1,Manitoba,2.0,0.034037355910970145,0,0.0
1.0,105000.0,3,1,4,1,Ontario,1.0,0.003021084984828287,0,0.0
2.0,13000.0,5,2,1,2,Ontario,2.0,0.7641764290192337,1,1.0
1.0,120000.0,1,1,7,1,British Columbia,2.0,0.0012189162202667421,0,0.0
2.0,110000.0,1,2,6,1,Ontario,1.0,0.003395243761487496,0,0.0
2.0,17000.0,5,2,2,1,British Columbia,1.0,0.7375572590105414,1,0.0
2.0,18000.0,3,9,2,2,Newfoundland and Labrador,1.0,0.5233071375865144,1,0.0
2.0,155000.0,6,2,2,1,Nova Scotia,1.0,9.534178634911547e-05,0,0.0
2.0,13500.0,5,2,99,2,New Brunswick,2.0,0.6877877632628747,1,1.0
1.0,145000.0,2,2,4,1,Alberta,1.0,0.0002213043412168087,0,0.0
1.0,110000.0,1,2,99,9,Ontario,1.0,0.004333669011174218,0,0.0
2.0,17500.0,5,2,1,2,British Columbia,2.0,0.7324216863804696,1,1.0
2.0,115000.0,2,2,6,1,Ontario,1.0,0.0024134290373521317,0,0.0
2.0,100000.0,4,1,2,1,British Columbia,1.0,0.007894367281055938,0,1.0
2.0,40000.0,2,2,2,2,Alberta,2.0,0.36641124696672506,1,1.0
2.0,67500.0,2,2,6,2,Ontario,2.0,0.06523136288093341,0,0.0
2.0,70000.0,5,2,6,1,Saskatchewan,1.0,0.039998174297278054,0,0.0
2.0,24000.0,5,2,1,2,British Columbia,2.0,0.6338971486217,1,1.0
2.0,115000.0,99,9,4,1,New Brunswick,1.0,0.002524184710110491,0,0.0
2.0,95000.0,1,1,7,1,Saskatchewan,1.0,0.006812604406251985,0,0.0
2.0,97500.0,1,1,4,1,Saskatchewan,1.0,0.005611289645025185,0,0.0
2.0,21000.0,5,2,4,2,Alberta,1.0,0.6971308380425297,1,0.0
1.0,180000.0,1,1,5,1,Quebec,1.0,2.1965206525461508e-06,0,0.0
1.0,150000.0,6,2,6,1,Ontario,1.0,0.000133939571142808,0,0.0
1.0,125000.0,4,2,3,1,Ontario,1.0,0.0007493412328295433,0,0.0
2.0,65000.0,99,9,6,2,Ontario,1.0,0.1891993878529561,0,0.0
1.0,80000.0,1,1,5,1,Ontario,2.0,0.017102517091294706,0,0.0
2.0,22000.0,5,2,2,2,Alberta,2.0,0.6792894907972801,1,1.0
1.0,90000.0,3,1,4,1,Manitoba,1.0,0.004844937610316915,0,0.0
2.0,34000.0,3,1,4,1,Ontario,3.0,0.4184693311155784,1,1.0
2.0,65000.0,5,2,7,1,British Columbia,1.0,0.08973555982332655,0,0.0
1.0,270000.0,1,1,4,1,Alberta,1.0,3.25026818492788e-08,0,0.0
1.0,155000.0,1,2,2,1,Manitoba,2.0,4.8773886769960524e-05,0,0.0
2.0,195000.0,1,1,7,1,British Columbia,1.0,9.877219130573276e-06,0,0.0
1.0,100000.0,2,2,4,1,Saskatchewan,1.0,0.0030122851875529744,0,0.0
1.0,19000.0,5,2,3,2,British Columbia,1.0,0.6097762580082541,1,0.0
1.0,190000.0,1,1,7,1,Saskatchewan,1.0,5.324582631110592e-06,0,0.0
2.0,41000.0,5,2,2,2,Newfoundland and Labrador,1.0,0.1721081154671694,0,0.0
2.0,,99,9,6,1,New Brunswick,3.0,0.09384202872944304,0,0.0
2.0,57500.0,3,1,4,1,British Columbia,1.0,0.13746370458678833,0,0.0
1.0,77500.0,2,2,6,2,Ontario,1.0,0.021154449640264857,0,0.0
2.0,24000.0,5,2,3,2,Nova Scotia,2.0,0.495884828839709,1,1.0
1.0,90000.0,5,2,4,1,Nova Scotia,1.0,0.00580571119912693,0,0.0
1.0,320000.0,2,2,6,1,Ontario,1.0,8.086885757135258e-10,0,0.0
1.0,400000.0,1,1,4,9,New Brunswick,1.0,1.1918440511774617e-12,0,0.0
2.0,22000.0,5,2,6,2,Nova Scotia,3.0,0.5358168180328806,1,1.0
1.0,115000.0,2,2,6,1,British Columbia,1.0,0.0017548830328141358,0,0.0
2.0,37000.0,2,2,5,2,Quebec,1.0,0.07933598850901562,0,0.0
1.0,,5,2,1,2,New Brunswick,3.0,0.02291421422554698,0,1.0
1.0,110000.0,2,2,2,1,Nova Scotia,1.0,0.0013655061378532265,0,0.0
2.0,20000.0,5,2,1,2,New Brunswick,2.0,0.42780962982656373,1,1.0
2.0,45000.0,2,2,3,2,Quebec,1.0,0.04618708511985394,0,0.0
2.0,18000.0,5,2,99,9,British Columbia,1.0,0.8456445018384671,1,0.0
2.0,30000.0,2,2,4,1,Ontario,1.0,0.48796838158723826,1,0.0
1.0,440000.0,1,2,6,1,Saskatchewan,1.0,1.1958468183216252e-13,0,0.0
2.0,26000.0,5,2,2,2,Ontario,1.0,0.5661412380792059,1,0.0
1.0,72500.0,3,2,4,1,Alberta,1.0,0.03565258906516762,0,0.0
1.0,82500.0,5,2,4,1,Newfoundland and Labrador,1.0,0.006930733323165305,0,0.0
1.0,110000.0,2,2,3,2,Ontario,1.0,0.0021429171342982477,0,0.0
2.0,43000.0,3,2,7,2,Quebec,1.0,0.05460560527651459,0,0.0
2.0,67500.0,4,1,4,2,Ontario,2.0,0.06511999887418021,0,1.0
2.0,49000.0,2,2,4,2,Ontario,1.0,0.20236030723148535,0,0.0
2.0,30000.0,5,2,1,2,Saskatchewan,1.0,0.40700394319097666,1,1.0
1.0,97500.0,4,1,2,1,Manitoba,1.0,0.002854143267055823,0,0.0
2.0,72500.0,5,2,5,2,Quebec,2.0,0.007226765779340554,0,0.0
1.0,170000.0,2,2,7,1,Ontario,1.0,3.1652063656560635e-05,0,0.0
2.0,26000.0,5,2,2,2,Quebec,1.0,0.15902358073199846,0,0.0
2.0,55000.0,2,2,2,1,Ontario,1.0,0.13916147332268242,0,0.0
1.0,40000.0,2,2,4,2,Manitoba,1.0,0.143343404135875,0,0.0
2.0,50000.0,2,2,1,2,Quebec,1.0,0.032522507164629816,0,0.0
1.0,140000.0,2,2,5,1,British Columbia,1.0,0.0003000145166248737,0,0.0
2.0,47500.0,5,2,7,2,Quebec,1.0,0.041147486424725425,0,0.0
2.0,165000.0,1,1,4,1,Nova Scotia,1.0,4.500222059182484e-05,0,0.0
2.0,25000.0,5,2,2,2,Saskatchewan,1.0,0.4955686972062114,1,0.0
2.0,15500.0,5,2,2,2,Quebec,3.0,0.28379574354981163,0,1.0
2.0,60000.0,6,2,2,1,Quebec,1.0,0.016851898249081527,0,0.0
2.0,65000.0,2,2,6,1,Alberta,1.0,0.09121612007158886,0,0.0
1.0,44000.0,5,2,2,2,Ontario,1.0,0.1869885352210232,0,0.0
2.0,82500.0,5,2,4,1,Quebec,1.0,0.003509202825091128,0,0.0
1.0,120000.0,1,1,7,1,New Brunswick,2.0,0.00039740065180272546,0,0.0
2.0,,99,9,6,9,Manitoba,2.0,0.1473824853348491,0,0.0
2.0,80000.0,5,2,6,1,Saskatchewan,1.0,0.020180071113489826,0,0.0
2.0,65000.0,3,2,4,1,Prince Edward Island,1.0,0.01687405392987697,0,0.0
2.0,65000.0,3,2,2,1,Saskatchewan,1.0,0.0535969173320365,0,0.0
2.0,62500.0,3,1,2,1,Alberta,1.0,0.10458929506441407,0,0.0
1.0,92500.0,5,2,2,1,Nova Scotia,1.0,0.004811419911038867,0,0.0
2.0,145000.0,99,9,7,1,Alberta,1.0,0.0010086809290457703,0,0.0
1.0,32000.0,99,9,99,9,Nova Scotia,2.0,0.6614536997760276,1,1.0
2.0,22000.0,5,2,2,2,New Brunswick,1.0,0.3952361611896752,1,0.0
2.0,32000.0,3,2,4,2,Saskatchewan,2.0,0.3732807000984785,1,1.0
1.0,125000.0,2,2,7,1,Saskatchewan,1.0,0.000528779861347084,0,0.0
2.0,100000.0,5,2,2,2,Prince Edward Island,2.0,0.0014884886038020167,0,0.0
2.0,27000.0,5,2,1,2,Quebec,2.0,0.1490182925732184,0,0.0
2.0,67500.0,5,2,6,1,British Columbia,1.0,0.0759027600169012,0,0.0
2.0,26000.0,5,2,1,2,Nova Scotia,2.0,0.457581721183854,1,0.0
1.0,240000.0,4,1,6,1,Quebec,1.0,3.323078745011748e-08,0,0.0
2.0,35000.0,2,2,2,2,Saskatchewan,1.0,0.3203376726552364,1,0.0
1.0,95000.0,4,1,4,1,Ontario,1.0,0.006153465360571755,0,0.0
2.0,8500.0,5,2,2,2,New Brunswick,1.0,0.6285070800538108,1,0.0
1.0,230000.0,99,9,5,1,Quebec,1.0,1.8526949875872648e-07,0,0.0
2.0,27000.0,5,2,2,2,Ontario,1.0,0.5487613640051658,1,1.0
2.0,110000.0,4,1,7,1,British Columbia,1.0,0.004043931801892953,0,0.0
1.0,135000.0,1,1,2,1,Manitoba,1.0,0.00019777301070235184,0,0.0
2.0,15500.0,5,2,1,2,Newfoundland and Labrador,3.0,0.5546669372790444,1,1.0
2.0,13000.0,5,2,1,2,Nova Scotia,1.0,0.6782762773810781,1,0.0
2.0,75000.0,2,2,6,2,Prince Edward Island,2.0,0.008564021032180312,0,0.0
1.0,160000.0,1,2,4,1,Ontario,1.0,6.219724147743545e-05,0,0.0
2.0,25000.0,5,2,1,2,Saskatchewan,1.0,0.49398055870464086,1,0.0
2.0,37000.0,99,1,5,2,Quebec,1.0,0.1834767660214795,0,1.0
2.0,32000.0,5,2,4,1,Nova Scotia,1.0,0.35686880724189707,1,0.0
2.0,16500.0,5,2,3,2,Manitoba,3.0,0.5888256116527991,1,1.0
1.0,550000.0,2,2,4,1,Nova Scotia,1.0,4.7618014971088923e-17,0,0.0
2.0,40000.0,3,1,4,2,Prince Edward Island,1.0,0.09133976503996115,0,0.0
2.0,97500.0,5,2,3,1,Saskatchewan,1.0,0.005854145754373956,0,0.0
1.0,60000.0,5,2,3,2,Newfoundland and Labrador,1.0,0.03322426422332596,0,0.0
2.0,65000.0,2,2,1,1,Alberta,1.0,0.0886168040356669,0,0.0
1.0,140000.0,1,1,6,1,British Columbia,1.0,0.00029623223989505625,0,0.0
2.0,110000.0,6,2,4,1,Alberta,1.0,0.004311027940299021,0,0.0
2.0,21000.0,5,2,4,2,Nova Scotia,1.0,0.5501467803912031,1,1.0
1.0,155000.0,2,2,4,1,Ontario,1.0,8.934843539735558e-05,0,0.0
2.0,24000.0,5,2,2,2,Nova Scotia,2.0,0.4942966699837317,1,1.0
1.0,100000.0,2,2,2,2,Saskatchewan,1.0,0.0030198286948393783,0,0.0
2.0,105000.0,3,1,6,1,British Columbia,1.0,0.005649474214272549,0,0.0
1.0,95000.0,2,2,2,2,Quebec,1.0,0.0008889563372892546,0,0.0
1.0,70000.0,2,2,3,2,Nova Scotia,1.0,0.022865218959978083,0,0.0
1.0,120000.0,5,2,4,2,Nova Scotia,1.0,0.0007156588763044965,0,0.0
2.0,32000.0,3,1,2,2,Alberta,1.0,0.5042294417318883,1,0.0
2.0,23000.0,5,2,1,2,New Brunswick,1.0,0.37703201782466905,1,0.0
