PUMFID,Province_Name,PFWEIGHT,Tenure_Group,PDCT_05_Clean,Income_Quintile,PHHTTINC_Clean,PHTYPE,PMINOR,PHHSIZE_Clean,prob_housing_stress,Predicted_Housing_Stress,Risk_Band,Risk_Segment,Actual_Stress
76012,Saskatchewan,34.0072,Owner (without mortgage),1.0,Q4,110000.0,5,2,1,0.00020343532648586918,0,Low,0,0
76013,Nova Scotia,326.4252,Owner (with mortgage),1.0,Q5 Highest,155000.0,1,1,4,5.916162483888781e-05,0,Low,0,0
76014,British Columbia,196.6022,Owner (without mortgage),1.0,Q1 Lowest,14500.0,5,2,1,0.722885941855984,1,High,0,1
76015,Nova Scotia,14.0613,Renter,2.0,Q1 Lowest,23000.0,5,2,1,0.5121656392154674,1,High,0,1
76016,Manitoba,59.2994,Renter,2.0,Q2,46000.0,5,2,1,0.09825910399108777,0,Low,0,0
76017,British Columbia,219.8815,Renter,2.0,Q1 Lowest,22000.0,5,2,1,0.6793533866241142,1,High,0,0
76018,Ontario,1056.5233,Owner (with mortgage),1.0,Q4,125000.0,1,2,4,0.0007613958444010552,0,Low,0,0
76019,Ontario,1360.5779,Owner (without mortgage),1.0,Q5 Highest,270000.0,1,1,3,2.107465918429234e-09,0,Low,0,0
76020,New Brunswick,149.9955,Owner (with mortgage),1.0,Q4,105000.0,2,2,2,0.0003267123365203118,0,Low,0,0
76021,Ontario,272.5141,Renter,2.0,Q5 Highest,160000.0,2,2,2,1.7870422771824442e-05,0,Low,0,0
76022,Nova Scotia,13.7158,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.47082443814864106,1,High,0,0
76023,British Columbia,1104.6035,Owner (without mortgage),1.0,Q4,97500.0,4,1,5,0.021550801731441947,0,Low,0,0
76024,Nova Scotia,143.2313,Owner (without mortgage),1.0,Q5 Highest,150000.0,2,2,2,1.8158097342885347e-05,0,Low,0,0
76025,Alberta,16.1835,Renter,2.0,Q4,97500.0,1,1,4,0.01655748180985776,0,Low,0,0
76027,Ontario,44.4034,Renter,2.0,Q3,75000.0,1,9,5,0.10888966431734243,0,Low,0,0
76028,Quebec,29.3658,Renter,2.0,Q2,29000.0,5,2,1,0.09596985323972353,0,Low,0,0
76029,Ontario,208.8155,Renter,2.0,Q3,75000.0,2,2,2,0.02143967470566093,0,Low,0,0
76030,Nova Scotia,340.4956,Renter,2.0,Q1 Lowest,15500.0,5,2,1,0.6671279969125989,1,High,0,1
76031,Alberta,301.9218,Owner (with mortgage),1.0,Q4,105000.0,5,2,1,0.0005747528698897176,0,Low,0,0
76032,British Columbia,769.7592,Owner (with mortgage),1.0,Q5 Highest,230000.0,5,2,1,1.7625367706350752e-08,0,Low,0,0
76033,Alberta,13.3242,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.6241879016609273,1,High,0,0
76034,Quebec,1004.1651,Owner (with mortgage),1.0,Q3,75000.0,5,2,1,0.001019710151797349,0,Low,0,0
76035,Ontario,1319.2127,Owner (without mortgage),1.0,Q2,41000.0,5,2,1,0.14378808754780673,0,Low,0,0
76036,Manitoba,26.6461,Owner (with mortgage),1.0,Q3,65000.0,5,2,1,0.009866601213024837,0,Low,0,0
76037,Newfoundland and Labrador,66.391,Owner (with mortgage),1.0,Q4,92500.0,2,2,2,0.0011729429750522342,0,Low,0,0
76038,Ontario,33.2248,Renter,2.0,Q3,70000.0,3,1,5,0.25455485483450696,0,Medium,0,1
76039,Quebec,762.7172,Renter,2.0,Q2,30000.0,5,2,1,0.08836521161324982,0,Low,0,0
76040,Ontario,272.8325,Renter,2.0,Q2,47000.0,5,2,1,0.14348592680425576,0,Low,0,0
76041,Manitoba,357.2367,Owner (without mortgage),1.0,Q4,100000.0,5,2,1,0.00037448625068659636,0,Low,0,0
76042,Alberta,70.383,Renter,2.0,Q4,100000.0,1,1,3,0.006234159556962439,0,Low,0,0
76043,Newfoundland and Labrador,210.9639,Owner (without mortgage),1.0,Q3,65000.0,3,2,2,0.015227001695786706,0,Low,0,0
76044,Quebec,25.1599,Renter,2.0,Q4,115000.0,2,2,2,8.8222830831054e-05,0,Low,0,0
76045,Quebec,91.2096,Renter,2.0,Q3,50000.0,6,2,2,0.026874926785703943,0,Low,0,0
76046,Ontario,529.1332,Owner (without mortgage),1.0,Q3,62500.0,5,2,1,0.018967882760425398,0,Low,0,0
76047,British Columbia,822.2778,Owner (with mortgage),1.0,Q5 Highest,310000.0,1,1,5,4.162123783649315e-10,0,Low,0,0
76048,Newfoundland and Labrador,39.5207,Owner (without mortgage),1.0,Q2,46000.0,5,2,1,0.04776018344491339,0,Low,0,0
76049,Manitoba,227.4251,Renter,2.0,Q2,29000.0,5,2,1,0.30134410760662833,1,High,0,1
76050,Ontario,5187.0079,Renter,2.0,Q2,37000.0,99,9,,0.6304276508628542,1,High,1,1
76051,Nova Scotia,18.9612,Renter,2.0,Q1 Lowest,26000.0,5,2,1,0.44959310539653535,1,High,0,0
76052,Prince Edward Island,86.145,Owner (without mortgage),1.0,Q2,42000.0,5,2,1,0.03365186651794285,0,Low,0,0
76053,Quebec,409.7189,Owner (with mortgage),1.0,Q4,110000.0,3,1,4,0.00041807136210459696,0,Low,0,0
76054,Manitoba,46.0931,Renter,2.0,Q5 Highest,270000.0,6,2,3,1.984525887200314e-09,0,Low,0,0
76055,Prince Edward Island,10.0,Owner (without mortgage),1.0,Q3,60000.0,5,2,1,0.005561924538278123,0,Low,0,0
76056,Ontario,235.174,Renter,2.0,Q2,31000.0,1,1,3,0.747031194536135,1,High,0,1
76057,Manitoba,356.2072,Renter,2.0,Q2,35000.0,99,2,2,0.6021921267751335,1,High,1,1
76059,Alberta,269.4453,Renter,2.0,Q4,115000.0,2,2,2,0.0007463112934697335,0,Low,0,0
76060,Newfoundland and Labrador,27.7144,Renter,2.0,Q3,67500.0,5,2,1,0.008636899658433056,0,Low,0,0
76061,Nova Scotia,195.9259,Owner (without mortgage),1.0,Q1 Lowest,27000.0,5,2,1,0.32600147807059987,1,High,0,0
76062,Ontario,6916.2721,Owner (without mortgage),1.0,Q5 Highest,145000.0,4,1,5,0.000435720030373169,0,Low,0,0
76063,Alberta,1235.714,Owner (without mortgage),1.0,Q3,62500.0,5,2,1,0.0177835231790825,0,Low,0,0
76064,Prince Edward Island,29.4692,Renter,2.0,Q4,87500.0,99,2,2,0.0023851297383311867,0,Low,1,0
76065,Ontario,1117.3038,Renter,2.0,Q2,46000.0,5,2,1,0.15079016975919166,0,Medium,0,0
76066,British Columbia,407.7343,Renter,2.0,Q3,70000.0,5,2,1,0.021095707448572875,0,Low,0,0
76067,Ontario,258.3709,Renter,2.0,Q1 Lowest,19500.0,5,2,1,0.6725803395804024,1,High,0,1
76068,Nova Scotia,127.0862,Owner (with mortgage),1.0,Q3,52500.0,1,1,4,0.24983294287048075,0,Medium,0,0
76069,Saskatchewan,464.6543,Owner (without mortgage),1.0,Q4,100000.0,2,2,2,0.0010002225248077594,0,Low,0,0
76070,Ontario,292.4343,Renter,2.0,Q3,77500.0,5,2,1,0.008714698449077034,0,Low,0,0
76071,Alberta,208.1856,Renter,2.0,Q5 Highest,145000.0,1,2,3,0.00017884599839389402,0,Low,0,0
76072,Quebec,259.7417,Renter,2.0,Q2,28000.0,5,2,1,0.10415417364051,0,Low,0,0
76073,Manitoba,37.9481,Renter,2.0,Q2,41000.0,5,2,1,0.13456191146950972,0,Low,0,0
76074,New Brunswick,13.1706,Renter,2.0,Q2,36000.0,5,2,1,0.12417710702820563,0,Low,0,1
76075,Manitoba,29.8653,Renter,2.0,Q1 Lowest,27000.0,5,2,1,0.3912077628516599,1,High,0,0
76076,Ontario,139.1651,Renter,2.0,Q5 Highest,135000.0,1,1,3,0.00033370574142213013,0,Low,0,0
76077,Nova Scotia,57.2335,Owner (without mortgage),1.0,Q4,92500.0,2,2,2,0.0018532281340977003,0,Low,0,0
76078,Saskatchewan,15.0919,Renter,2.0,Q2,38000.0,2,2,2,0.3469148418956676,1,High,0,0
76079,Quebec,23.764,Renter,2.0,Q2,29000.0,5,2,1,0.09596985323972353,0,Low,0,0
76080,Quebec,1910.1467,Renter,2.0,Q4,115000.0,3,2,2,8.958033432207054e-05,0,Low,0,0
76081,Quebec,23.764,Renter,2.0,Q1 Lowest,21000.0,5,2,1,0.20715058245002968,0,Medium,0,0
76082,Quebec,1865.0373,Renter,2.0,Q3,70000.0,5,2,1,0.002473917298159277,0,Low,0,0
76083,Quebec,349.8987,Renter,2.0,Q1 Lowest,27000.0,5,2,1,0.13655987887078208,0,Low,0,0
76085,British Columbia,1272.1972,Renter,2.0,Q5 Highest,155000.0,2,2,2,3.557023619656122e-05,0,Low,0,0
76086,Newfoundland and Labrador,210.9926,Owner (with mortgage),1.0,Q5 Highest,260000.0,99,9,,2.3053842191431393e-09,0,Low,1,0
76087,Saskatchewan,418.3651,Owner (with mortgage),1.0,Q4,100000.0,2,2,2,0.0010572794228295357,0,Low,0,0
76088,Alberta,76.2634,Renter,2.0,Q4,110000.0,2,2,2,0.001215679712241843,0,Low,0,0
76089,Nova Scotia,47.2376,Renter,2.0,Q2,38000.0,5,2,1,0.1907914647891191,0,Medium,0,0
76090,Alberta,577.4699,Owner (without mortgage),1.0,Q2,34000.0,3,2,2,0.46466394296315305,1,High,0,1
76091,New Brunswick,10.0,Renter,2.0,Q1 Lowest,17000.0,5,2,1,0.48847798159902506,1,High,0,0
76092,Alberta,15.0942,Renter,2.0,Q1 Lowest,26000.0,5,2,1,0.6039335769778847,1,High,0,1
76094,Quebec,30.5624,Renter,2.0,Q1 Lowest,26000.0,5,2,1,0.14559373042105075,0,Low,0,0
76095,Ontario,122.6032,Owner (without mortgage),1.0,Q4,80000.0,5,2,1,0.0034364616698750717,0,Low,0,0
76096,Prince Edward Island,10.0,Owner (without mortgage),1.0,Q3,49000.0,5,2,1,0.014272438443247994,0,Low,0,0
76097,New Brunswick,105.2301,Owner (with mortgage),1.0,Q5 Highest,190000.0,1,1,4,1.5218109133962986e-06,0,Low,0,0
76098,Ontario,45.7786,Owner (with mortgage),1.0,Q5 Highest,350000.0,4,2,5,1.046786761281589e-11,0,Low,0,0
76099,Newfoundland and Labrador,95.5398,Owner (with mortgage),1.0,Q5 Highest,200000.0,1,2,3,3.608998672140294e-07,0,Low,0,0
76100,Manitoba,147.38,Renter,2.0,Q2,30000.0,5,2,1,0.2869942077207751,0,Medium,0,1
76101,Prince Edward Island,126.6206,Owner (with mortgage),1.0,Q3,52500.0,2,2,2,0.020813204033769246,0,Low,0,0
76102,Quebec,619.669,Renter,2.0,Q2,47500.0,5,2,1,0.02194678895016975,0,Low,0,0
76103,British Columbia,285.7245,Owner (with mortgage),1.0,Q3,65000.0,5,2,1,0.020755932649671387,0,Low,0,0
76104,Ontario,34.285,Renter,2.0,Q2,48000.0,3,1,2,0.18515522102724635,0,Medium,0,0
76105,Newfoundland and Labrador,649.3637,Owner (with mortgage),1.0,Q4,95000.0,2,2,2,0.0009423245711099451,0,Low,0,0
76106,Saskatchewan,349.1839,Owner (without mortgage),1.0,Q2,33000.0,5,2,1,0.20414643218993556,0,Medium,0,0
76108,Saskatchewan,23.6356,Owner (with mortgage),1.0,Q5 Highest,430000.0,2,2,2,8.283948711950435e-16,0,Low,0,0
76109,Saskatchewan,254.6972,Owner (with mortgage),1.0,Q5 Highest,150000.0,1,1,4,9.87071649088108e-05,0,Low,0,0
76110,Saskatchewan,11.9453,Renter,2.0,Q1 Lowest,26000.0,5,2,1,0.47058643425713065,1,High,0,1
76111,Quebec,307.8772,Renter,2.0,Q4,80000.0,1,1,5,0.017780580330398574,0,Low,0,0
76112,Prince Edward Island,69.9238,Owner (without mortgage),1.0,Q3,49000.0,2,2,2,0.028617771631304422,0,Low,0,0
76113,Alberta,12.7073,Renter,2.0,Q2,43000.0,2,2,2,0.37660178189193094,1,High,0,0
76114,Newfoundland and Labrador,449.1623,Owner (without mortgage),1.0,Q4,100000.0,2,2,2,0.0006114473680563078,0,Low,0,0
76115,Manitoba,292.4202,Owner (with mortgage),1.0,Q4,85000.0,4,1,4,0.014724068150461308,0,Low,0,0
76116,Ontario,1549.4354,Renter,2.0,Q5 Highest,150000.0,2,2,2,4.224027028561469e-05,0,Low,0,0
76117,New Brunswick,603.4292,Owner (with mortgage),1.0,Q4,115000.0,1,1,3,0.0003063515062106345,0,Low,0,0
76118,Nova Scotia,96.9975,Owner (with mortgage),1.0,Q5 Highest,155000.0,1,1,5,0.0001254532670654986,0,Low,0,0
76119,Quebec,156.9562,Renter,2.0,Q2,37000.0,3,1,3,0.2022133506236814,0,Medium,0,0
76120,Alberta,47.1251,Renter,2.0,Q2,35000.0,5,2,1,0.3793407522047216,1,High,0,0
76121,Ontario,1295.3452,Owner (without mortgage),1.0,Q5 Highest,160000.0,3,1,3,2.6052902606863458e-05,0,Low,0,0
76122,Quebec,158.8629,Renter,2.0,Q2,41000.0,5,2,1,0.03685777428810336,0,Low,0,0
76123,Ontario,351.7746,Renter,2.0,Q2,29000.0,5,2,1,0.41937487798369694,1,High,0,0
76124,Nova Scotia,16.9689,Owner (without mortgage),1.0,Q4,110000.0,2,2,2,0.0003955055380321687,0,Low,0,0
76126,Quebec,1435.3469,Owner (without mortgage),1.0,Q4,100000.0,2,2,2,0.00019190301493832377,0,Low,0,0
76127,Prince Edward Island,16.4207,Renter,2.0,Q1 Lowest,26000.0,5,2,1,0.21023013023254117,0,Medium,0,0
76128,Alberta,114.4734,Renter,2.0,Q4,120000.0,1,1,4,0.002414426169654486,0,Low,0,0
76129,New Brunswick,61.6047,Owner (with mortgage),1.0,Q5 Highest,390000.0,2,2,2,1.2045324380485052e-14,0,Low,0,0
76131,Quebec,1908.2352,Renter,2.0,Q5 Highest,135000.0,6,2,3,4.989809833621402e-05,0,Low,0,0
76132,Ontario,576.1842,Renter,2.0,Q3,67500.0,1,1,4,0.17205347129154291,0,Medium,0,0
76133,British Columbia,39.5404,Renter,2.0,Q3,57500.0,3,1,2,0.1216018473564054,0,Low,0,0
76134,Ontario,243.5326,Renter,2.0,Q4,92500.0,1,2,4,0.018355030895668485,0,Low,0,0
76135,Newfoundland and Labrador,48.5856,Owner (with mortgage),1.0,Q5 Highest,210000.0,2,2,2,7.231192377531634e-08,0,Low,0,0
76136,Ontario,406.0528,Renter,2.0,Q1 Lowest,18000.0,5,2,1,0.7001681440194186,1,High,0,0
76137,Ontario,544.6845,Owner (without mortgage),1.0,Q3,62500.0,2,2,2,0.03889455246258342,0,Low,0,0
76138,Newfoundland and Labrador,86.3206,Owner (with mortgage),1.0,Q5 Highest,170000.0,2,2,2,2.17291364817536e-06,0,Low,0,0
76139,British Columbia,76.4746,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.621133511024712,1,High,0,1
76140,Manitoba,713.9045,Owner (without mortgage),1.0,Q1 Lowest,25000.0,5,2,1,0.33084689784364013,1,High,0,0
76141,Alberta,58.9189,Owner (without mortgage),1.0,Q2,47000.0,5,2,1,0.12148441503567227,0,Low,0,1
76142,New Brunswick,10.0,Renter,2.0,Q1 Lowest,18500.0,99,9,,0.7748734738373453,1,High,1,1
76143,Saskatchewan,28.7948,Renter,2.0,Q2,42000.0,3,1,3,0.46303735342429997,1,High,0,1
76144,British Columbia,1444.026,Owner (with mortgage),1.0,Q5 Highest,190000.0,2,2,2,1.1579708504938292e-06,0,Low,0,0
76145,Prince Edward Island,65.7332,Renter,2.0,Q2,33000.0,99,9,,0.37244572266379017,1,High,1,1
76147,Ontario,262.2293,Renter,2.0,Q5 Highest,170000.0,2,2,2,7.269811783910223e-06,0,Low,0,0
76148,Nova Scotia,132.6062,Owner (without mortgage),1.0,Q3,62500.0,2,2,2,0.029726040492399238,0,Low,0,0
76149,Quebec,18.3745,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.15655241949909096,0,Medium,0,0
76150,Quebec,48.2402,Renter,2.0,Q1 Lowest,19500.0,5,2,1,0.2299639298077406,0,Medium,0,0
76151,Ontario,2238.5602,Owner (with mortgage),1.0,Q4,115000.0,1,1,5,0.003928929262595156,0,Low,0,0
76152,Ontario,2143.2558,Owner (without mortgage),1.0,Q5 Highest,330000.0,1,2,4,2.6201584360034085e-11,0,Low,0,0
76153,Newfoundland and Labrador,18.9475,Renter,2.0,Q3,55000.0,5,2,1,0.017928098442077944,0,Low,0,0
76154,Saskatchewan,292.8917,Renter,2.0,Q5 Highest,440000.0,5,2,1,2.4424099444213026e-16,0,Low,0,0
76155,Ontario,384.251,Owner (with mortgage),1.0,Q4,90000.0,2,2,2,0.003060715263603122,0,Low,0,0
76156,Ontario,27.6797,Renter,2.0,Q2,37000.0,5,2,1,0.26928093097940975,0,Medium,0,0
76157,Alberta,10.4512,Renter,2.0,Q1 Lowest,18500.0,5,2,1,0.7463689245429089,1,High,0,0
76159,New Brunswick,56.9819,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.3143163758414321,1,High,0,0
76160,Saskatchewan,150.6753,Owner (with mortgage),1.0,Q5 Highest,180000.0,2,2,2,1.5729998315965066e-06,0,Low,0,0
76161,Manitoba,33.2565,Renter,2.0,Q1 Lowest,24000.0,5,2,1,0.45233239128458846,1,High,0,1
76162,Ontario,1922.1462,Owner (without mortgage),1.0,Q3,72500.0,5,2,1,0.008665773455841932,0,Low,0,0
76163,British Columbia,1232.8316,Owner (without mortgage),1.0,Q5 Highest,190000.0,1,1,5,1.1542039452773578e-05,0,Low,0,0
76164,Quebec,4351.9564,Owner (without mortgage),1.0,Q5 Highest,420000.0,1,2,4,1.7557524409538227e-15,0,Low,0,0
76165,Saskatchewan,10.0,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.49328596376035955,1,High,0,0
76167,Ontario,98.3253,Renter,2.0,Q1 Lowest,23000.0,5,2,1,0.5997302794814592,1,High,0,1
76168,Ontario,62.8987,Renter,2.0,Q1 Lowest,24000.0,5,2,1,0.5803752810714957,1,High,0,0
76169,Newfoundland and Labrador,35.3079,Renter,2.0,Q2,36000.0,5,2,1,0.15033062250493726,0,Medium,0,1
76170,British Columbia,219.8815,Renter,2.0,Q1 Lowest,18000.0,5,2,1,0.7478670534954946,1,High,0,0
76171,British Columbia,977.1323,Owner (with mortgage),1.0,Q3,62500.0,2,2,2,0.05207348957641786,0,Low,0,0
76172,British Columbia,412.133,Owner (with mortgage),1.0,Q5 Highest,230000.0,4,1,5,3.9775411181571555e-07,0,Low,0,0
76173,Alberta,1244.908,Owner (with mortgage),1.0,Q5 Highest,280000.0,1,1,4,2.54149466581054e-09,0,Low,0,0
76175,Newfoundland and Labrador,11.0443,Renter,2.0,Q4,82500.0,1,1,3,0.009196784809005022,0,Low,0,0
76176,New Brunswick,330.0803,Renter,2.0,Q3,50000.0,4,2,3,0.13037970621669273,0,Low,0,0
76177,New Brunswick,123.6936,Renter,2.0,Q4,92500.0,99,9,,0.0030431474164257966,0,Low,1,0
76179,Quebec,1276.9805,Renter,2.0,Q4,100000.0,2,2,2,0.0003040583755823224,0,Low,0,0
76180,Ontario,61.3397,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.5594263523769631,1,High,0,0
76181,Ontario,5592.2497,Owner (without mortgage),1.0,Q5 Highest,140000.0,5,2,1,2.8478109407706985e-05,0,Low,0,0
76182,Quebec,1812.8672,Owner (without mortgage),1.0,Q3,70000.0,2,2,2,0.0031571850837391804,0,Low,0,0
76183,Manitoba,10.0,Renter,2.0,Q1 Lowest,21000.0,5,2,1,0.5162913256504865,1,High,0,1
76184,Ontario,164.8037,Renter,2.0,Q4,100000.0,1,1,3,0.004695969739206666,0,Low,0,0
76185,British Columbia,917.0838,Owner (without mortgage),1.0,Q1 Lowest,25000.0,5,2,1,0.520761564854921,1,High,0,0
76186,Nova Scotia,10.9362,Renter,2.0,Q2,33000.0,2,2,2,0.42806424460016357,1,High,0,0
76187,Nova Scotia,139.4715,Renter,2.0,Q2,29000.0,5,2,1,0.3360360659392612,1,High,0,1
76188,Manitoba,62.4884,Owner (with mortgage),1.0,Q3,77500.0,99,9,,0.014768347076870728,0,Low,1,0
76189,Ontario,100.2246,Renter,2.0,Q1 Lowest,24000.0,5,2,1,0.5843537561081588,1,High,0,0
76190,Manitoba,110.4072,Renter,2.0,Q3,49000.0,5,2,1,0.05660540604101403,0,Low,0,0
76191,Alberta,572.7609,Owner (without mortgage),1.0,Q5 Highest,300000.0,2,2,2,9.624928354992661e-11,0,Low,0,0
76192,Ontario,815.965,Owner (with mortgage),1.0,Q4,80000.0,3,1,2,0.007851433127506573,0,Low,0,0
76193,Alberta,49.6019,Owner (without mortgage),1.0,Q2,42000.0,2,2,2,0.30369044275337165,1,High,0,0
76194,Newfoundland and Labrador,248.0763,Owner (with mortgage),1.0,Q5 Highest,165000.0,1,2,3,7.072941590686097e-06,0,Low,0,0
76195,Alberta,54.1666,Renter,2.0,Q1 Lowest,21000.0,5,2,1,0.737511016917423,1,High,0,0
76196,Saskatchewan,18.4695,Renter,2.0,Q2,36000.0,5,2,1,0.23336782167059242,0,Medium,0,0
76197,Quebec,954.8647,Owner (without mortgage),1.0,Q5 Highest,240000.0,1,2,4,8.264380383353782e-09,0,Low,0,0
76199,Quebec,403.925,Renter,2.0,Q2,36000.0,5,2,1,0.05900607762677828,0,Low,0,0
76201,Nova Scotia,10.0,Renter,2.0,Q2,33000.0,2,2,2,0.42939970560428004,1,High,0,0
76202,Quebec,260.1615,Renter,2.0,Q3,75000.0,5,2,1,0.0015887261986849079,0,Low,0,0
76203,Nova Scotia,10.6824,Renter,2.0,Q1 Lowest,24000.0,5,2,1,0.4907991096693579,1,High,0,1
76204,British Columbia,299.5147,Renter,2.0,Q3,62500.0,2,2,2,0.07809311357198176,0,Low,0,0
76205,Ontario,481.3326,Owner (with mortgage),1.0,Q4,120000.0,5,2,1,0.00012129372125352155,0,Low,0,0
76206,Saskatchewan,19.7265,Owner (without mortgage),1.0,Q2,28000.0,5,2,1,0.27897811600153305,0,Medium,0,0
76207,Quebec,282.9456,Renter,2.0,Q5 Highest,140000.0,2,2,2,1.3583033542481672e-05,0,Low,0,0
76208,Newfoundland and Labrador,15.7895,Owner (without mortgage),1.0,Q4,92500.0,5,2,1,0.0005275811929521199,0,Low,0,0
76209,Prince Edward Island,77.2664,Owner (with mortgage),1.0,Q4,95000.0,99,9,2,0.0009883876808788185,0,Low,1,0
76210,Saskatchewan,228.2693,Owner (with mortgage),1.0,Q4,120000.0,3,1,4,0.0009271731813471541,0,Low,0,0
76211,British Columbia,310.771,Renter,2.0,Q2,46000.0,5,2,1,0.18650387850837452,0,Medium,0,1
76212,British Columbia,138.1385,Renter,2.0,Q1 Lowest,26000.0,5,2,1,0.6021268562518214,1,High,0,1
76216,Saskatchewan,102.3561,Owner (without mortgage),1.0,Q5 Highest,290000.0,2,2,2,1.2976302400124363e-10,0,Low,0,0
76217,Prince Edward Island,108.9533,Owner (without mortgage),1.0,Q4,110000.0,1,1,3,0.00029549388569749627,0,Low,0,0
76218,Saskatchewan,42.8027,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.49464892097036395,1,High,0,1
76220,Quebec,580.7298,Renter,2.0,Q3,50000.0,2,2,2,0.02803687844376923,0,Low,0,0
76221,Ontario,371.5755,Renter,2.0,Q2,32000.0,3,1,2,0.5481949958941296,1,High,0,0
76222,Nova Scotia,15.6165,Renter,2.0,Q1 Lowest,23000.0,5,2,1,0.5135278949569653,1,High,0,1
76223,Ontario,847.8923,Renter,2.0,Q2,47500.0,2,2,2,0.2391792486755988,0,Medium,0,0
76224,Saskatchewan,29.3278,Renter,2.0,Q2,48000.0,99,9,,0.36594000173994085,1,High,1,0
76225,Quebec,303.5233,Renter,2.0,Q2,34000.0,5,2,1,0.0647531599680515,0,Low,0,0
76226,Ontario,156.6368,Renter,2.0,Q5 Highest,130000.0,1,2,3,0.0004900127867864815,0,Low,0,0
76227,Quebec,1461.0128,Owner (with mortgage),1.0,Q2,43000.0,5,2,1,0.02081972215606754,0,Low,0,0
76228,British Columbia,609.0716,Owner (without mortgage),1.0,Q5 Highest,150000.0,2,2,2,3.345825179261578e-05,0,Low,0,0
76229,Manitoba,28.1356,Renter,2.0,Q1 Lowest,23000.0,5,2,1,0.4749413231842305,1,High,0,1
76230,Quebec,350.1206,Owner (with mortgage),1.0,Q3,60000.0,5,2,1,0.0037059117035509966,0,Low,0,0
76231,Ontario,243.2813,Renter,2.0,Q4,87500.0,5,2,1,0.0028542709169770693,0,Low,0,0
76233,Ontario,49.6745,Renter,2.0,Q1 Lowest,22000.0,5,2,1,0.6200643291875517,1,High,0,0
76234,Saskatchewan,10.0,Renter,2.0,Q2,34000.0,5,2,1,0.2642715057140419,0,Medium,0,0
76235,Prince Edward Island,41.9067,Owner (without mortgage),1.0,Q2,35000.0,5,2,1,0.06212500629170103,0,Low,0,0
76237,Newfoundland and Labrador,61.1471,Owner (without mortgage),1.0,Q1 Lowest,26000.0,5,2,1,0.2530175828378861,0,Medium,0,0
76239,Saskatchewan,483.4659,Owner (without mortgage),1.0,Q3,49000.0,2,2,2,0.09001179232683838,0,Low,0,0
76240,Ontario,200.1003,Owner (without mortgage),1.0,Q5 Highest,130000.0,5,2,1,6.87968050734583e-05,0,Low,0,0
76241,Alberta,641.829,Owner (with mortgage),1.0,Q4,105000.0,5,2,1,0.0005623599094319834,0,Low,0,0
76242,Ontario,50.0868,Renter,2.0,Q3,62500.0,5,2,1,0.028950797637401368,0,Low,0,0
76244,Manitoba,59.2154,Renter,2.0,Q3,65000.0,6,2,2,0.021916600608525294,0,Low,0,0
76245,Quebec,3011.2158,Renter,2.0,Q5 Highest,145000.0,1,1,5,9.644045490813649e-05,0,Low,0,0
76246,Quebec,29.3658,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.15655241949909096,0,Medium,0,0
76247,Manitoba,89.3928,Owner (without mortgage),1.0,Q4,97500.0,2,2,2,0.0009913583757992582,0,Low,0,0
76248,Alberta,1034.9212,Owner (with mortgage),1.0,Q5 Highest,300000.0,1,1,4,4.5735386947285155e-10,0,Low,0,0
76249,Quebec,217.8958,Renter,2.0,Q2,28000.0,3,2,2,0.20621135741713392,0,Medium,0,0
76250,Newfoundland and Labrador,26.4261,Owner (without mortgage),1.0,Q4,115000.0,2,2,2,0.0001658789893466506,0,Low,0,0
76251,Newfoundland and Labrador,65.0632,Owner (without mortgage),1.0,Q4,120000.0,2,2,2,0.0001076047510052949,0,Low,0,0
76252,Saskatchewan,50.0328,Owner (without mortgage),1.0,Q3,65000.0,3,2,2,0.024810853154015683,0,Low,0,0
76253,Quebec,46.7348,Renter,2.0,Q1 Lowest,25000.0,5,2,1,0.15727375377634703,0,Medium,0,0
76254,Ontario,262.9583,Renter,2.0,Q2,28000.0,3,1,4,0.8886397317006531,1,High,0,0
76255,New Brunswick,120.7017,Owner (without mortgage),1.0,Q4,92500.0,2,2,2,0.0008894262778139955,0,Low,0,0
76256,Ontario,269.8952,Renter,2.0,Q1 Lowest,26000.0,5,2,1,0.5382636369035534,1,High,0,1
76257,Quebec,57.5671,Renter,2.0,Q4,102500.0,99,9,,0.0005283347986643434,0,Low,1,0
76258,Manitoba,61.8873,Renter,2.0,Q3,60000.0,99,9,,0.06497263721323532,0,Low,1,0
76259,Quebec,567.9065,Renter,2.0,Q4,125000.0,2,2,2,3.6920258627619685e-05,0,Low,0,0
76260,British Columbia,110.2899,Owner (with mortgage),1.0,Q4,125000.0,5,2,1,9.993844277022431e-05,0,Low,0,0
76261,Alberta,19.7149,Renter,2.0,Q2,31000.0,5,2,1,0.44869088602746615,1,High,0,1
76262,Newfoundland and Labrador,169.7949,Owner (without mortgage),1.0,Q4,115000.0,2,2,2,0.00016970686084755485,0,Low,0,0
